,news_title,news_details,news_date,source_name
52,"Video: हिजाब पहने लड़कियां मदरसे से तिरंगा लेकर निकलीं, बोलीं- मेरी जान तिरंगा है",आजादी के अमृत महोत्सव के तहत विद्यालयों के साथ मदरसों में पढ़ने वाली छात्राओं ने तिरंगा यात्रा निकाल देश भक्ति का संदेश दिया.,"Aug 13,2022, 19:55 PM IST",ZEE News
53,Taal Thok Ke : क्या रणवीर के न्यूड फोटोशूट की हिजाब मामले से तुलना जायज है?,बॉलीवुड एक्टर रणवीर सिंह अक्सर सुर्खियों में रहते हैं. इस बार वो अपने न्यूड फोटोशूट को लेकर सुर्खियों में है. लेकिन उनके इस फोटोशूट पर राजनीति करने के लिए सपा नेता अबू आजमी में सामने आ गए हैं.अबू आजमी ने सवाल उठाए हुए पूछा है कि नंगी तस्वीरें सार्वजनिक करना आजादी है तो हिजाब पहनना क्यों नहीं? ऐसे में सवाल ये है कि क्या रणवीर के न्यूड फोटोशूट की हिजाब मामले से तुलना जायज है.,"Jul 23,2022, 19:36 PM IST",ZEE News
54,Namaste India : अब महाराष्ट्र के कॉलेज से उठा हिजाब विवाद,हिजाब को लेकर एक बार फिर से विवाद शुरू हो गया है. इस बार हिजाब विवाद का केन्द्र बना है महाराष्ट्र. यहां छात्राओं ने कॉलेज प्रशासन पर हिजाब उतरवाने का आरोप लगाया है. जबकि कॉलेज प्रशासन ने आरोपों से इंकार किया है.,"Jul 19,2022, 10:24 AM IST",ZEE News
55,नीट एग्जाम देने आईं छात्राओं का आरोप- सेंटर्स पर बुर्का-हिजाब उतारने को कहा गया,"NEET Exam 2022: एक पीड़ित छात्रा ने बताया कि संबंधित कॉलेज के अधिकारियों ने पहले उन्हें परीक्षा के लिए परिसर में आने की अनुमति दी और फिर बाद में उन्हें अपना हिजाब और बुर्का बाहर निकालने के लिए कहा. एक छात्रा ने कहा, 'हमने उन्हें अपनी जांच करने और फिर हमें अंदर जाने की अनुमति देने के लिए कहा, लेकिन संबंधित कर्मचारियों ने हमसे अपमानजनक तरीके से बात की और उनका व्यवहार अच्छा नहीं था.'","Jul 19,2022, 6:19 AM IST",ZEE News
56,"नीट परीक्षा में हिजाब मामला, बजरंग दल ने अनुमति देने वालों पर की कार्रवाई की मांग","देश की सबसे बड़ी मेडिकल परीक्षा में कोटा में हुए ड्रेस कोड के उल्लंघन के मामले ने अब तूल पकड़ लिया है. रविवार को हुई मेडिकल परीक्षा में दादाबाड़ी स्थित मोदी कॉलेज सेंटर पर आधा दर्जन छात्राओं ने हिजाब में ही परीक्षा दी थी, जिसमें नियमों का उल्लंघन हुआ था.","Jul 18,2022, 22:53 PM IST",ZEE News
57,"ईरान में हिजाब से मुक्ति के लिए महिलाओं की मुहिम, सरे राह उतारकर फेंक दिए बुर्के",Hijab Row in Iran: इसे देश का दुर्भाग्य ही कहा जाएगा कि सेक्युलर भारत में इस्लामिक कट्टरपंथ की जड़ें मजबूत हो रही हैं और वहीं ईरान जैसे देश में महिलाओं ने गुरुवार को हिजाब-बुर्के उतारकर इसका विरोध जताया. ,"Jul 15,2022, 1:14 AM IST",ZEE News
58,DNA: Iran Hijab Protest -- कट्टरवादी मानसिकता के खिलाफ महिलाओं का 'हल्लाबोल',एक तरफ भारत में इस्लामिक कट्टरपंथ की जड़े मजबूत हो रही है तो दूसरी तरफ इस्लामिक देशों में इसका विरोध भी हो रहा है. ईरान से आई तस्वीरों के जरिए समझिए कि कैसे यहां महिलाएं हिजाब के खिलाफ मुहिम चला रही हैं.,"Jul 15,2022, 0:08 AM IST",ZEE News
59,"ईरान में हिजाब कानून को लेकर महिलाएं सड़कों पर उतरीं, क्या झुकेगी ईरानी सरकार?",ईरान में महिलाएं जरूरी हिजाब कानून के विरोध में उतर गईं हैं. यहां पर महिलाएं उस कानून को न मानने पर अड़ी हैं जिसमें उन्‍हें अपने बाल सार्वजनिक स्‍थल पर कवर रखने को कहा गया है. ईरान में इसी बाबत राष्‍ट्रपति इब्राहिम रईसी के खिलाफ महिलाओं ने मोर्चा खोला हुआ है.,"Jul 13,2022, 21:50 PM IST",ZEE News
60,"इस राज्य में सरकारी स्कूलों को मदरसा बनाने की कोशिश, अब जुम्मे को होती है छुट्टी","DNA on Jharkhand Jamtada School Controversy: झारखंड (Jharkhand) के जामताड़ा (Jamtada) से ऐसी खबर आई है, जो चिंता बढ़ाती है. वहां पर कुछ सरकारी स्कूलों में छुट्टी का दिन बदलकर जुम्मा यानी शुक्रवार दिया गया है.","Jul 12,2022, 2:24 AM IST",ZEE News
61,अब झारखंड में हिजाब पर बवाल; महिला कॉलेज में हिजाब पहनकर आई छात्राओं को रोका,झारखंड के जमशेदपुर में सामने आए इस मामले के बाद इस मुद्दे को लेकर ऑल इंडिया माइनॉरिटी सोशल वेलफेयर फ्रंट ने विरोध दर्ज कराया है.,"Jun 20,2022, 18:32 PM IST",ZEE News
62,"कर्नाटक में बिना हिजाब के कक्षा में पहुंची छात्रा, प्रिंसिपल ने दिया ये बयान","प्रधानाचार्य ने बताया कि नोटिस का जवाब देने वाली एक छात्रा शनिवार को कक्षा में शामिल हुई. कक्षा में विनायक दामोदर सावरकर की तस्वीर टांगने वाले कुछ छात्रों को लेकर 10 जून को छात्रों के दो समूहों के बीच झड़प के बारे में पूछे जाने पर, राय ने कहा कि कॉलेज के अधिकारियों ने घटना से संबंधित कोई शिकायत दर्ज नहीं कराई है.","Jun 12,2022, 17:26 PM IST",ZEE News
63,"जहां हुआ था हिजाब विवाद, पहले से ज्यादा मुस्लिम लड़कियों ने लिए उस कॉलेज में एडमिशन",Hijab Controversy: उडुपी कॉलेज ने बताया है कि पिछले साल के मुकाबले उस कॉलेज में ज्यादा मुस्लिम लड़कियों ने दाखिले के लिए आवेदन किए हैं. ,"Jun 9,2022, 21:29 PM IST",ZEE News
64,Namaste India : हिजाब को लेकर मंगलुरु यूनिवर्सिटी में शुरू हुआ बवाल,कर्नाटक के स्कूलों कॉलेजों में हिजाब पर विवाद नहीं थम रहा है. हाईकोर्ट के आदेश के बावजूद मंगलुरु यूनिवर्सिटी में कई छात्राएं हिजाब पहनकर पहुंची तो हिंदू छात्र-छात्राओं ने भी विरोध किया.,"May 27,2022, 11:30 AM IST",ZEE News
